Message ID,deviceNum,Latency,Status
0,0,173.33333333333337,1
1,0,91.33333333333334,1
2,0,28.666666666666664,1
3,0,35.0,1
4,0,32.0,1
5,0,33.333333333333336,1
6,0,33.666666666666664,1
7,0,35.0,1
8,0,36.0,1
9,0,46.0,1
10,0,31.666666666666664,1
11,0,32.333333333333336,1
12,0,32.666666666666664,1
13,0,31.333333333333336,1
14,0,30.0,1
15,0,33.0,1
16,0,31.66666666666667,1
17,0,32.66666666666667,1
18,0,35.333333333333336,1
19,0,30.333333333333332,1
20,0,33.0,1
21,0,33.33333333333333,1
22,0,43.00000000000001,1
23,0,40.33333333333334,1
24,0,33.0,1
25,0,33.666666666666664,1
26,0,31.333333333333336,1
27,0,31.333333333333336,1
28,0,29.333333333333336,1
29,0,31.0,1
30,0,32.66666666666667,1
31,0,31.0,1
32,0,32.666666666666664,1
33,0,35.0,1
34,0,31.666666666666664,1
35,0,29.66666666666667,1
36,0,34.0,1
37,0,32.0,1
38,0,31.666666666666664,1
39,0,34.66666666666667,1
40,0,34.333333333333336,1
41,0,29.0,1
42,0,30.333333333333336,1
43,0,32.0,1
44,0,36.0,1
45,0,30.0,1
46,0,30.33333333333333,1
47,0,40.333333333333336,1
48,0,32.00000000000001,1
49,0,42.0,1
50,0,36.0,1
51,0,34.0,1
52,0,32.333333333333336,1
53,0,32.666666666666664,1
54,0,31.333333333333336,1
55,0,36.0,1
56,0,33.666666666666664,1
57,0,30.333333333333336,1
58,0,34.666666666666664,1
59,0,39.66666666666667,1
60,0,34.0,1
61,0,32.0,1
62,0,31.0,1
63,0,80.33333333333334,1
64,0,46.0,1
65,0,32.0,1
66,0,31.66666666666667,1
67,0,31.0,1
68,0,31.33333333333333,1
69,0,33.66666666666667,1
70,0,31.333333333333336,1
71,0,29.0,1
72,0,31.66666666666667,1
73,0,30.66666666666667,1
74,0,31.666666666666664,1
75,0,32.0,1
76,0,32.666666666666664,1
77,0,34.0,1
78,0,32.0,1
79,0,32.666666666666664,1
80,0,33.333333333333336,1
81,0,37.66666666666667,1
82,0,34.333333333333336,1
83,0,33.33333333333333,1
84,0,29.0,1
85,0,35.333333333333336,1
86,0,32.0,1
87,0,32.0,1
88,0,32.666666666666664,1
89,0,42.0,1
90,0,33.0,1
91,0,31.333333333333336,1
92,0,31.0,1
93,0,31.666666666666664,1
94,0,38.0,1
95,0,31.66666666666667,1
96,0,32.0,1
97,0,31.66666666666667,1
98,0,29.333333333333336,1
99,0,34.0,1
100,0,29.66666666666667,1
101,0,33.0,1
102,0,33.66666666666667,1
103,0,31.0,1
104,0,55.66666666666667,1
105,0,31.333333333333336,1
106,0,31.33333333333333,1
107,0,33.0,1
108,0,32.333333333333336,1
109,0,32.0,1
110,0,36.666666666666664,1
111,0,35.333333333333336,1
112,0,36.33333333333333,1
113,0,32.66666666666667,1
114,0,31.666666666666664,1
115,0,32.0,1
116,0,40.00000000000001,1
117,0,31.666666666666664,1
118,0,39.333333333333336,1
119,0,33.333333333333336,1
120,0,32.66666666666667,1
121,0,30.666666666666664,1
122,0,35.333333333333336,1
123,0,31.0,1
124,0,30.666666666666664,1
125,0,34.333333333333336,1
126,0,30.33333333333333,1
127,0,30.0,1
128,0,30.333333333333336,1
129,0,31.0,1
130,0,31.333333333333336,1
131,0,31.66666666666667,1
132,0,33.0,1
133,0,33.33333333333333,1
134,0,33.66666666666667,1
135,0,31.333333333333336,1
136,0,33.333333333333336,1
137,0,30.666666666666664,1
138,0,31.66666666666667,1
139,0,31.0,1
140,0,31.333333333333336,1
141,0,34.333333333333336,1
142,0,30.33333333333333,1
143,0,32.0,1
144,0,35.0,1
145,0,33.333333333333336,1
146,0,32.333333333333336,1
147,0,34.0,1
148,0,32.333333333333336,1
149,0,36.666666666666664,1
150,0,31.0,1
151,0,31.333333333333336,1
152,0,31.333333333333336,1
153,0,30.666666666666664,1
154,0,35.666666666666664,1
155,0,33.0,1
156,0,28.666666666666664,1
157,0,42.666666666666664,1
158,0,36.0,1
159,0,36.0,1
160,0,34.0,1
161,0,30.0,1
162,0,31.333333333333336,1
163,0,34.333333333333336,1
164,0,30.666666666666664,1
165,0,31.333333333333336,1
166,0,50.666666666666664,1
167,0,53.0,1
168,0,30.33333333333333,1
169,0,60.333333333333336,1
170,0,32.00000000000001,1
171,0,30.666666666666664,1
172,0,30.66666666666667,1
173,0,41.0,1
174,0,35.0,1
175,0,38.33333333333334,1
176,0,31.666666666666664,1
177,0,31.333333333333336,1
178,0,31.333333333333336,1
179,0,30.66666666666667,1
180,0,31.0,1
181,0,31.0,1
182,0,33.0,1
183,0,30.333333333333336,1
184,0,31.333333333333336,1
185,0,37.66666666666667,1
186,0,31.333333333333336,1
187,0,33.333333333333336,1
188,0,33.66666666666667,1
189,0,31.66666666666667,1
190,0,30.0,1
191,0,30.0,1
192,0,36.0,1
193,0,31.333333333333336,1
194,0,37.666666666666664,1
195,0,31.333333333333336,1
196,0,32.333333333333336,1
197,0,31.333333333333336,1
198,0,31.333333333333336,1
199,0,33.333333333333336,1
200,0,35.0,1
201,0,35.0,1
202,0,33.66666666666667,1
203,0,32.0,1
204,0,31.333333333333336,1
205,0,34.333333333333336,1
206,0,40.0,1
207,0,32.66666666666667,1
208,0,31.666666666666664,1
209,0,31.0,1
210,0,39.0,1
211,0,31.0,1
212,0,31.666666666666664,1
213,0,38.0,1
214,0,36.66666666666667,1
215,0,50.66666666666667,1
216,0,30.333333333333336,1
217,0,33.0,1
218,0,31.333333333333336,1
219,0,31.333333333333336,1
220,0,33.0,1
221,0,35.333333333333336,1
222,0,30.333333333333336,1
223,0,34.0,1
224,0,33.333333333333336,1
225,0,31.666666666666664,1
226,0,28.333333333333336,1
227,0,40.66666666666667,1
228,0,30.666666666666664,1
229,0,31.333333333333336,1
230,0,29.66666666666667,1
231,0,43.33333333333333,1
232,0,35.0,1
233,0,42.666666666666664,1
234,0,39.333333333333336,1
235,0,30.0,1
236,0,35.333333333333336,1
237,0,31.333333333333336,1
238,0,35.0,1
239,0,31.333333333333336,1
240,0,29.333333333333336,1
241,0,32.0,1
242,0,32.0,1
243,0,32.00000000000001,1
244,0,35.666666666666664,1
245,0,29.0,1
246,0,41.66666666666667,1
247,0,33.0,1
248,0,31.333333333333336,1
249,0,30.333333333333336,1
250,0,37.333333333333336,1
251,0,31.333333333333336,1
252,0,31.66666666666667,1
253,0,32.33333333333333,1
254,0,33.333333333333336,1
255,0,33.333333333333336,1
256,0,32.0,1
257,0,32.333333333333336,1
258,0,32.0,1
259,0,33.0,1
260,0,30.333333333333336,1
261,0,30.0,1
262,0,31.333333333333336,1
263,0,31.333333333333336,1
264,0,32.0,1
265,0,34.333333333333336,1
266,0,33.0,1
267,0,60.333333333333336,1
268,0,30.666666666666664,1
269,0,29.0,1
270,0,29.0,1
271,0,30.0,1
272,0,29.666666666666664,1
273,0,36.66666666666667,1
274,0,32.0,1
275,0,35.333333333333336,1
276,0,34.333333333333336,1
277,0,35.66666666666667,1
278,0,34.333333333333336,1
279,0,37.333333333333336,1
280,0,37.666666666666664,1
281,0,32.0,1
282,0,33.333333333333336,1
283,0,32.33333333333333,1
284,0,30.0,1
285,0,33.666666666666664,1
286,0,31.666666666666664,1
287,0,32.333333333333336,1
288,0,31.666666666666664,1
289,0,41.333333333333336,1
290,0,33.66666666666667,1
291,0,39.333333333333336,1
292,0,33.33333333333333,1
293,0,33.333333333333336,1
294,0,30.666666666666664,1
295,0,37.333333333333336,1
296,0,36.0,1
297,0,39.66666666666667,1
298,0,34.333333333333336,1
299,0,32.0,1
300,0,31.66666666666667,1
301,0,30.333333333333336,1
302,0,39.66666666666667,1
303,0,31.333333333333336,1
304,0,30.666666666666664,1
305,0,29.333333333333336,1
306,0,33.0,1
307,0,30.333333333333336,1
308,0,36.33333333333333,1
309,0,34.333333333333336,1
310,0,31.666666666666664,1
311,0,29.666666666666664,1
312,0,36.333333333333336,1
313,0,30.333333333333336,1
314,0,32.666666666666664,1
315,0,32.0,1
316,0,32.333333333333336,1
317,0,37.333333333333336,1
318,0,28.666666666666664,1
319,0,33.33333333333333,1
320,0,30.0,1
321,0,32.66666666666667,1
322,0,31.333333333333336,1
323,0,31.66666666666667,1
324,0,30.000000000000007,1
325,0,31.66666666666667,1
326,0,43.0,1
327,0,37.66666666666667,1
328,0,32.00000000000001,1
329,0,31.333333333333336,1
330,0,30.666666666666664,1
331,0,36.0,1
332,0,40.0,1
333,0,31.0,1
334,0,29.66666666666667,1
335,0,32.0,1
336,0,44.00000000000001,1
337,0,48.00000000000001,1
338,0,32.0,1
339,0,31.666666666666668,1
340,0,33.33333333333333,1
341,0,34.333333333333336,1
342,0,31.0,1
343,0,32.66666666666667,1
344,0,33.666666666666664,1
345,0,36.0,1
346,0,33.333333333333336,1
347,0,33.333333333333336,1
348,0,30.333333333333336,1
349,0,35.333333333333336,1
350,0,33.0,1
351,0,32.33333333333333,1
352,0,31.33333333333333,1
353,0,33.0,1
354,0,32.33333333333333,1
355,0,31.333333333333336,1
356,0,32.0,1
357,0,32.0,1
358,0,32.666666666666664,1
359,0,57.33333333333334,1
360,0,36.0,1
361,0,33.66666666666667,1
362,0,34.333333333333336,1
363,0,31.0,1
364,0,35.333333333333336,1
365,0,32.333333333333336,1
366,0,33.0,1
367,0,32.66666666666667,1
368,0,32.333333333333336,1
369,0,32.666666666666664,1
370,0,31.333333333333336,1
371,0,32.66666666666667,1
372,0,32.333333333333336,1
373,0,32.66666666666667,1
374,0,32.0,1
375,0,32.0,1
376,0,32.66666666666667,1
377,0,31.333333333333336,1
378,0,31.66666666666667,1
379,0,35.666666666666664,1
380,0,30.66666666666667,1
381,0,31.0,1
382,0,31.333333333333336,1
383,0,32.666666666666664,1
384,0,33.00000000000001,1
385,0,32.333333333333336,1
386,0,30.66666666666667,1
387,0,35.0,1
388,0,32.333333333333336,1
389,0,32.0,1
390,0,32.333333333333336,1
391,0,31.0,1
392,0,35.333333333333336,1
393,0,32.33333333333333,1
394,0,33.0,1
395,0,35.333333333333336,1
396,0,31.666666666666664,1
397,0,83.0,1
398,0,55.00000000000001,1
399,0,39.333333333333336,1
400,0,33.333333333333336,1
401,0,32.333333333333336,1
402,0,33.333333333333336,1
403,0,33.666666666666664,1
404,0,33.333333333333336,1
405,0,31.333333333333336,1
406,0,32.666666666666664,1
407,0,34.333333333333336,1
408,0,32.0,1
409,0,34.333333333333336,1
410,0,33.333333333333336,1
411,0,31.666666666666664,1
412,0,33.333333333333336,1
413,0,35.666666666666664,1
414,0,34.333333333333336,1
415,0,32.666666666666664,1
416,0,33.0,1
417,0,33.33333333333333,1
418,0,33.666666666666664,1
419,0,35.0,1
420,0,39.333333333333336,1
421,0,34.333333333333336,1
422,0,38.66666666666667,1
423,0,37.0,1
424,0,35.0,1
425,0,32.333333333333336,1
426,0,33.666666666666664,1
427,0,34.66666666666667,1
428,0,34.666666666666664,1
429,0,34.666666666666664,1
430,0,32.0,1
431,0,31.666666666666664,1
432,0,36.0,1
433,0,32.0,1
434,0,32.333333333333336,1
435,0,33.66666666666667,1
436,0,47.00000000000001,1
437,0,35.33333333333333,1
438,0,44.66666666666667,1
439,0,32.0,1
440,0,32.0,1
441,0,31.333333333333336,1
442,0,33.0,1
443,0,37.333333333333336,1
444,0,48.33333333333333,1
445,0,35.0,1
446,0,33.66666666666667,1
447,0,32.666666666666664,1
448,0,39.333333333333336,1
449,0,32.666666666666664,1
450,0,33.0,1
451,0,34.0,1
452,0,40.66666666666667,1
453,0,31.333333333333332,1
454,0,30.0,1
455,0,32.666666666666664,1
456,0,33.666666666666664,1
457,0,32.0,1
458,0,35.0,1
459,0,37.333333333333336,1
460,0,34.333333333333336,1
461,0,30.333333333333336,1
462,0,41.666666666666664,1
463,0,37.0,1
464,0,33.66666666666667,1
465,0,33.333333333333336,1
466,0,33.66666666666667,1
467,0,30.0,1
468,0,34.333333333333336,1
469,0,32.33333333333333,1
470,0,32.0,1
471,0,31.666666666666664,1
472,0,30.66666666666667,1
473,0,38.66666666666667,1
474,0,35.0,1
475,0,67.66666666666667,1
476,0,36.33333333333333,1
477,0,40.66666666666667,1
478,0,41.666666666666664,1
479,0,33.33333333333333,1
480,0,33.0,1
481,0,36.33333333333334,1
482,0,32.666666666666664,1
483,0,33.333333333333336,1
484,0,34.33333333333333,1
485,0,33.666666666666664,1
486,0,41.666666666666664,1
487,0,32.0,1
488,0,38.66666666666667,1
489,0,34.66666666666667,1
490,0,36.33333333333333,1
491,0,34.333333333333336,1
492,0,34.0,1
493,0,31.666666666666664,1
494,0,43.666666666666664,1
495,0,35.0,1
496,0,34.666666666666664,1
497,0,35.0,1
498,0,42.00000000000001,1
499,0,39.0,1
500,0,33.66666666666667,1
501,0,74.33333333333334,1
502,0,47.0,1
503,0,35.666666666666664,1
504,0,34.0,1
505,0,36.0,1
506,0,48.333333333333336,1
507,0,40.33333333333333,1
508,0,33.333333333333336,1
509,0,34.0,1
510,0,35.666666666666664,1
511,0,63.00000000000001,1
512,0,33.0,1
513,0,31.333333333333336,1
514,0,32.66666666666667,1
515,0,39.666666666666664,1
516,0,31.66666666666667,1
517,0,36.333333333333336,1
518,0,41.0,1
519,0,33.333333333333336,1
520,0,30.333333333333336,1
521,0,32.666666666666664,1
522,0,28.666666666666664,1
523,0,33.66666666666667,1
524,0,33.666666666666664,1
525,0,54.666666666666664,1
526,0,32.0,1
527,0,32.0,1
528,0,31.0,1
529,0,31.0,1
530,0,34.0,1
531,0,30.333333333333336,1
532,0,33.333333333333336,1
533,0,35.0,1
534,0,33.0,1
