Message ID,Send Time,Receive Time,Status,deviceNum
0,6028049538,6028049800,1,0
1,6028049639,6028049828,1,0
2,6028049739,6028049835,1,0
3,6028049839,6028049885,1,0
4,6028049939,6028049969,1,0
5,6028050039,6028050078,1,0
6,6028050139,6028050175,1,0
7,6028050240,6028050278,1,0
8,6028050340,6028050368,1,0
9,6028050440,6028050470,1,0
10,6028050540,6028050586,1,0
11,6028050640,6028050683,1,0
12,6028050740,6028050775,1,0
13,6028050840,6028050870,1,0
14,6028050941,6028050970,1,0
15,6028051041,6028051075,1,0
16,6028051141,6028051181,1,0
17,6028051241,6028051274,1,0
18,6028051341,6028051379,1,0
19,6028051441,6028051471,1,0
20,6028051541,6028051582,1,0
21,6028051642,6028051676,1,0
22,6028051742,6028051792,1,0
23,6028051842,6028051870,1,0
24,6028051942,6028051972,1,0
25,6028052042,6028052071,1,0
26,6028052142,6028052187,1,0
27,6028052242,6028052272,1,0
28,6028052343,6028052385,1,0
29,6028052443,6028052471,1,0
30,6028052543,6028052571,1,0
31,6028052643,6028052672,1,0
32,6028052743,6028052771,1,0
33,6028052843,6028052893,1,0
34,6028052943,6028052973,1,0
35,6028053043,6028053087,1,0
36,6028053143,6028053182,1,0
37,6028053244,6028053293,1,0
38,6028053344,6028053400,1,0
39,6028053444,6028053481,1,0
40,6028053544,6028053573,1,0
41,6028053644,6028053688,1,0
42,6028053744,6028053779,1,0
43,6028053844,6028053887,1,0
44,6028053945,6028053978,1,0
45,6028054045,6028054088,1,0
46,6028054145,6028054181,1,0
47,6028054245,6028054273,1,0
48,6028054345,6028054392,1,0
49,6028054445,6028054499,1,0
50,6028054545,6028054592,1,0
51,6028054646,6028054680,1,0
52,6028054746,6028054789,1,0
53,6028054846,6028054876,1,0
54,6028054946,6028054990,1,0
55,6028055046,6028055080,1,0
56,6028055146,6028055192,1,0
57,6028055246,6028055280,1,0
58,6028055346,6028055389,1,0
59,6028055446,6028055479,1,0
60,6028055547,6028055590,1,0
61,6028055647,6028055681,1,0
62,6028055747,6028055792,1,0
63,6028055847,6028055876,1,0
64,6028055947,6028055986,1,0
65,6028056047,6028056092,1,0
66,6028056147,6028056183,1,0
67,6028056248,6028056284,1,0
68,6028056348,6028056377,1,0
69,6028056448,6028056489,1,0
70,6028056548,6028056576,1,0
71,6028056648,6028056691,1,0
72,6028056748,6028056782,1,0
73,6028056848,6028056877,1,0
74,6028056948,6028056983,1,0
75,6028057049,6028057078,1,0
76,6028057149,6028057185,1,0
77,6028057249,6028057292,1,0
78,6028057349,6028057377,1,0
79,6028057449,6028057478,1,0
80,6028057549,6028057593,1,0
