Message ID,Send Time,Receive Time,Status,deviceNum
0,6028350595,6028350760,1,0
1,6028350696,6028350782,1,0
2,6028350796,6028350827,1,0
3,6028350896,6028350927,1,0
4,6028350997,6028351027,1,0
5,6028351097,6028351127,1,0
6,6028351197,6028351227,1,0
7,6028351298,6028351333,1,0
8,6028351398,6028351433,1,0
9,6028351498,6028351530,1,0
10,6028351599,6028351650,1,0
11,6028351699,6028351735,1,0
12,6028351799,6028351834,1,0
13,6028351900,6028351934,1,0
14,6028352000,6028352036,1,0
15,6028352100,6028352130,1,0
16,6028352201,6028352239,1,0
17,6028352301,6028352336,1,0
18,6028352401,6028352430,1,0
19,6028352502,6028352531,1,0
20,6028352602,6028352635,1,0
21,6028352702,6028352734,1,0
22,6028352802,6028352840,1,0
23,6028352903,6028352937,1,0
24,6028353003,6028353039,1,0
25,6028353103,6028353133,1,0
26,6028353204,6028353235,1,0
27,6028353304,6028353334,1,0
28,6028353404,6028353440,1,0
29,6028353505,6028353539,1,0
30,6028353605,6028353639,1,0
31,6028353705,6028353745,1,0
32,6028353806,6028353835,1,0
33,6028353906,6028353937,1,0
34,6028354006,6028354037,1,0
35,6028354106,6028354136,1,0
36,6028354207,6028354241,1,0
37,6028354307,6028354336,1,0
38,6028354407,6028354438,1,0
39,6028354508,6028354544,1,0
40,6028354608,6028354655,1,0
41,6028354708,6028354747,1,0
42,6028354809,6028354839,1,0
43,6028354909,6028354939,1,0
44,6028355009,6028355039,1,0
45,6028355109,6028355142,1,0
46,6028355210,6028355245,1,0
47,6028355310,6028355342,1,0
48,6028355410,6028355449,1,0
49,6028355511,6028355563,1,0
50,6028355611,6028355640,1,0
51,6028355711,6028355747,1,0
52,6028355812,6028355842,1,0
53,6028355912,6028355947,1,0
54,6028356012,6028356049,1,0
55,6028356112,6028356146,1,0
56,6028356213,6028356248,1,0
57,6028356313,6028356343,1,0
58,6028356413,6028356442,1,0
59,6028356514,6028356549,1,0
60,6028356614,6028356644,1,0
61,6028356714,6028356750,1,0
62,6028356815,6028356845,1,0
63,6028356915,6028357025,1,0
64,6028357015,6028357051,1,0
65,6028357116,6028357145,1,0
66,6028357216,6028357251,1,0
67,6028357316,6028357355,1,0
68,6028357416,6028357451,1,0
69,6028357517,6028357547,1,0
70,6028357617,6028357664,1,0
71,6028357717,6028357755,1,0
72,6028357818,6028357862,1,0
73,6028357918,6028357954,1,0
74,6028358018,6028358048,1,0
75,6028358119,6028358161,1,0
76,6028358219,6028358254,1,0
77,6028358319,6028358349,1,0
78,6028358420,6028358452,1,0
79,6028358520,6028358557,1,0
80,6028358620,6028358650,1,0
81,6028358720,6028358750,1,0
82,6028358821,6028358856,1,0
83,6028358921,6028358958,1,0
84,6028359021,6028359064,1,0
85,6028359122,6028359152,1,0
86,6028359222,6028359261,1,0
87,6028359322,6028359352,1,0
88,6028359423,6028359453,1,0
89,6028359523,6028359553,1,0
90,6028359623,6028359660,1,0
91,6028359724,6028359761,1,0
92,6028359824,6028359862,1,0
93,6028359924,6028359955,1,0
94,6028360025,6028360061,1,0
95,6028360125,6028360155,1,0
96,6028360225,6028360258,1,0
97,6028360326,6028360373,1,0
98,6028360426,6028360494,1,0
99,6028360526,6028360587,1,0
100,6028360627,6028360678,1,0
101,6028360727,6028360765,1,0
102,6028360827,6028360861,1,0
103,6028360927,6028360957,1,0
104,6028361028,6028361057,1,0
105,6028361128,6028361159,1,0
106,6028361228,6028361263,1,0
107,6028361329,6028361358,1,0
108,6028361429,6028361462,1,0
109,6028361529,6028361564,1,0
110,6028361630,6028361666,1,0
111,6028361730,6028361759,1,0
112,6028361830,6028361867,1,0
113,6028361931,6028361960,1,0
114,6028362031,6028362086,1,0
115,6028362131,6028362164,1,0
116,6028362232,6028362267,1,0
117,6028362332,6028362368,1,0
118,6028362432,6028362463,1,0
119,6028362532,6028362562,1,0
120,6028362633,6028362687,1,0
121,6028362733,6028362771,1,0
122,6028362833,6028362870,1,0
123,6028362934,6028362969,1,0
124,6028363034,6028363086,1,0
125,6028363134,6028363165,1,0
126,6028363235,6028363265,1,0
127,6028363335,6028363365,1,0
128,6028363435,6028363465,1,0
129,6028363536,6028363565,1,0
130,6028363636,6028363671,1,0
131,6028363736,6028363766,1,0
132,6028363837,6028363874,1,0
133,6028363937,6028363973,1,0
134,6028364037,6028364067,1,0
135,6028364138,6028364171,1,0
136,6028364238,6028364290,1,0
137,6028364338,6028364373,1,0
138,6028364438,6028364468,1,0
139,6028364539,6028364568,1,0
140,6028364639,6028364676,1,0
141,6028364739,6028364774,1,0
142,6028364840,6028364878,1,0
143,6028364940,6028364977,1,0
144,6028365040,6028365071,1,0
145,6028365141,6028365177,1,0
146,6028365241,6028365274,1,0
147,6028365341,6028365371,1,0
148,6028365442,6028365475,1,0
149,6028365542,6028365579,1,0
150,6028365642,6028365672,1,0
151,6028365742,6028365774,1,0
152,6028365843,6028365879,1,0
153,6028365943,6028365979,1,0
154,6028366043,6028366079,1,0
155,6028366144,6028366251,1,0
156,6028366244,6028366284,1,0
157,6028366344,6028366379,1,0
158,6028366445,6028366550,1,0
159,6028366545,6028366575,1,0
160,6028366645,6028366680,1,0
161,6028366746,6028366780,1,0
162,6028366846,6028366891,1,0
163,6028366946,6028366977,1,0
164,6028367047,6028367082,1,0
165,6028367147,6028367176,1,0
166,6028367247,6028367282,1,0
167,6028367348,6028367383,1,0
168,6028367448,6028367477,1,0
169,6028367548,6028367578,1,0
170,6028367649,6028367679,1,0
171,6028367749,6028367779,1,0
172,6028367849,6028367881,1,0
173,6028367949,6028367988,1,0
174,6028368050,6028368080,1,0
175,6028368150,6028368181,1,0
176,6028368250,6028368286,1,0
177,6028368351,6028368384,1,0
178,6028368451,6028368482,1,0
179,6028368551,6028368581,1,0
