Message ID,Send Time,Receive Time,Status,deviceNum
0,6027929213,6027929529,1,0
1,6027929313,6027929539,1,0
2,6027929413,6027929560,1,0
3,6027929513,6027929568,1,0
4,6027929613,6027929656,1,0
5,6027929713,6027929769,1,0
6,6027929814,6027929851,1,0
7,6027929914,6027929943,1,0
8,6027930014,6027930042,1,0
9,6027930114,6027930144,1,0
10,6027930214,6027930244,1,0
11,6027930314,6027930344,1,0
12,6027930415,6027930456,1,0
13,6027930515,6027930547,1,0
14,6027930615,6027930659,1,0
15,6027930715,6027930751,1,0
16,6027930815,6027930853,1,0
17,6027930916,6027930958,1,0
18,6027931016,6027931050,1,0
19,6027931116,6027931161,1,0
20,6027931216,6027931247,1,0
21,6027931316,6027931359,1,0
22,6027931416,6027931444,1,0
23,6027931516,6027931559,1,0
24,6027931617,6027931658,1,0
25,6027931717,6027931758,1,0
26,6027931817,6027931845,1,0
27,6027931917,6027931946,1,0
28,6027932017,6027932054,1,0
29,6027932117,6027932159,1,0
30,6027932217,6027932253,1,0
31,6027932317,6027932352,1,0
32,6027932418,6027932459,1,0
33,6027932518,6027932551,1,0
34,6027932618,6027932662,1,0
35,6027932718,6027932759,1,0
36,6027932818,6027932862,1,0
37,6027932918,6027932946,1,0
38,6027933018,6027933063,1,0
39,6027933119,6027933153,1,0
40,6027933219,6027933262,1,0
41,6027933319,6027933351,1,0
42,6027933419,6027933462,1,0
43,6027933519,6027933553,1,0
44,6027933619,6027933662,1,0
45,6027933719,6027933758,1,0
46,6027933819,6027933864,1,0
47,6027933920,6027933953,1,0
48,6027934020,6027934060,1,0
49,6027934120,6027934164,1,0
50,6027934220,6027934265,1,0
51,6027934320,6027934358,1,0
52,6027934420,6027934454,1,0
53,6027934520,6027934563,1,0
54,6027934620,6027934654,1,0
55,6027934721,6027934764,1,0
56,6027934821,6027934857,1,0
57,6027934921,6027934964,1,0
58,6027935021,6027935050,1,0
59,6027935121,6027935164,1,0
60,6027935221,6027935254,1,0
61,6027935321,6027935368,1,0
62,6027935421,6027935461,1,0
63,6027935522,6027935556,1,0
64,6027935622,6027935658,1,0
65,6027935722,6027935763,1,0
66,6027935822,6027935868,1,0
67,6027935922,6027935952,1,0
68,6027936022,6027936062,1,0
69,6027936122,6027936156,1,0
70,6027936222,6027936262,1,0
71,6027936323,6027936356,1,0
72,6027936423,6027936468,1,0
73,6027936523,6027936557,1,0
74,6027936623,6027936704,1,0
75,6027936723,6027936778,1,0
76,6027936823,6027936868,1,0
77,6027936923,6027936965,1,0
78,6027937024,6027937053,1,0
79,6027937124,6027937157,1,0
80,6027937224,6027937269,1,0
81,6027937324,6027937361,1,0
82,6027937424,6027937458,1,0
83,6027937524,6027937569,1,0
84,6027937624,6027937660,1,0
85,6027937724,6027937763,1,0
86,6027937825,6027937854,1,0
87,6027937925,6027937968,1,0
88,6027938025,6027938055,1,0
89,6027938125,6027938168,1,0
90,6027938225,6027938256,1,0
91,6027938325,6027938355,1,0
92,6027938425,6027938453,1,0
93,6027938525,6027938579,1,0
94,6027938626,6027938655,1,0
95,6027938726,6027938761,1,0
96,6027938826,6027938865,1,0
97,6027938926,6027938960,1,0
98,6027939026,6027939074,1,0
99,6027939126,6027939155,1,0
100,6027939226,6027939264,1,0
101,6027939327,6027939363,1,0
102,6027939427,6027939465,1,0
103,6027939527,6027939556,1,0
104,6027939627,6027939677,1,0
105,6027939727,6027939757,1,0
106,6027939827,6027939855,1,0
107,6027939927,6027939962,1,0
108,6027940027,6027940058,1,0
109,6027940128,6027940156,1,0
110,6027940228,6027940258,1,0
111,6027940328,6027940358,1,0
112,6027940428,6027940458,1,0
113,6027940528,6027940568,1,0
114,6027940628,6027940658,1,0
115,6027940728,6027940772,1,0
116,6027940829,6027940858,1,0
117,6027940929,6027940967,1,0
