Message ID,Send Time,Receive Time,Status,deviceNum
0,6027624948,6027625126,1,0
1,6027625048,6027625143,1,0
2,6027625148,6027625177,1,0
3,6027625248,6027625283,1,0
4,6027625348,6027625379,1,0
5,6027625449,6027625485,1,0
6,6027625549,6027625586,1,0
7,6027625649,6027625690,1,0
8,6027625749,6027625783,1,0
9,6027625850,6027625885,1,0
10,6027625950,6027625979,1,0
11,6027626050,6027626087,1,0
12,6027626150,6027626185,1,0
13,6027626250,6027626281,1,0
14,6027626351,6027626380,1,0
15,6027626451,6027626484,1,0
16,6027626551,6027626585,1,0
17,6027626651,6027626685,1,0
18,6027626752,6027626786,1,0
19,6027626852,6027626881,1,0
20,6027626952,6027626986,1,0
21,6027627052,6027627087,1,0
22,6027627153,6027627215,1,0
23,6027627253,6027627307,1,0
24,6027627353,6027627382,1,0
25,6027627453,6027627482,1,0
26,6027627553,6027627589,1,0
27,6027627654,6027627689,1,0
28,6027627754,6027627783,1,0
29,6027627854,6027627883,1,0
30,6027627954,6027627988,1,0
31,6027628054,6027628089,1,0
32,6027628155,6027628190,1,0
33,6027628255,6027628287,1,0
34,6027628355,6027628390,1,0
35,6027628455,6027628485,1,0
36,6027628556,6027628592,1,0
37,6027628656,6027628689,1,0
38,6027628756,6027628787,1,0
39,6027628856,6027628887,1,0
40,6027628956,6027628993,1,0
41,6027629057,6027629086,1,0
42,6027629157,6027629186,1,0
43,6027629257,6027629293,1,0
44,6027629357,6027629402,1,0
45,6027629457,6027629489,1,0
46,6027629558,6027629591,1,0
47,6027629658,6027629717,1,0
48,6027629758,6027629794,1,0
49,6027629858,6027629895,1,0
50,6027629959,6027629991,1,0
51,6027630059,6027630093,1,0
52,6027630159,6027630193,1,0
53,6027630259,6027630288,1,0
54,6027630360,6027630390,1,0
55,6027630460,6027630489,1,0
56,6027630560,6027630594,1,0
57,6027630660,6027630692,1,0
58,6027630761,6027630796,1,0
59,6027630861,6027630891,1,0
60,6027630961,6027630996,1,0
61,6027631061,6027631092,1,0
62,6027631161,6027631195,1,0
63,6027631262,6027631296,1,0
64,6027631362,6027631391,1,0
65,6027631462,6027631498,1,0
66,6027631562,6027631598,1,0
67,6027631663,6027631698,1,0
68,6027631763,6027631795,1,0
69,6027631863,6027631899,1,0
70,6027631963,6027631998,1,0
71,6027632063,6027632091,1,0
72,6027632164,6027632194,1,0
73,6027632264,6027632297,1,0
74,6027632364,6027632396,1,0
75,6027632464,6027632498,1,0
76,6027632565,6027632597,1,0
77,6027632665,6027632699,1,0
78,6027632765,6027632798,1,0
79,6027632865,6027632899,1,0
80,6027632965,6027632999,1,0
81,6027633066,6027633095,1,0
82,6027633166,6027633196,1,0
83,6027633266,6027633299,1,0
84,6027633366,6027633394,1,0
85,6027633467,6027633496,1,0
86,6027633567,6027633602,1,0
87,6027633667,6027633704,1,0
88,6027633767,6027633802,1,0
89,6027633868,6027633924,1,0
90,6027633968,6027634002,1,0
91,6027634068,6027634098,1,0
92,6027634168,6027634202,1,0
93,6027634268,6027634300,1,0
94,6027634369,6027634404,1,0
95,6027634469,6027634499,1,0
96,6027634569,6027634598,1,0
97,6027634669,6027634703,1,0
98,6027634769,6027634797,1,0
99,6027634869,6027634901,1,0
100,6027634970,6027634998,1,0
101,6027635070,6027635106,1,0
102,6027635170,6027635204,1,0
103,6027635270,6027635299,1,0
104,6027635371,6027635400,1,0
105,6027635471,6027635501,1,0
106,6027635571,6027635604,1,0
107,6027635671,6027635705,1,0
108,6027635771,6027635807,1,0
109,6027635872,6027635906,1,0
110,6027635972,6027636011,1,0
111,6027636072,6027636106,1,0
112,6027636172,6027636210,1,0
113,6027636272,6027636304,1,0
114,6027636373,6027636405,1,0
115,6027636473,6027636510,1,0
116,6027636573,6027636603,1,0
117,6027636673,6027636705,1,0
118,6027636774,6027636828,1,0
119,6027636874,6027636911,1,0
120,6027636974,6027637008,1,0
121,6027637074,6027637109,1,0
122,6027637174,6027637207,1,0
123,6027637275,6027637304,1,0
124,6027637375,6027637410,1,0
125,6027637475,6027637505,1,0
126,6027637575,6027637604,1,0
127,6027637675,6027637704,1,0
128,6027637776,6027637810,1,0
129,6027637876,6027637910,1,0
130,6027637976,6027638011,1,0
131,6027638076,6027638107,1,0
132,6027638177,6027638209,1,0
133,6027638277,6027638310,1,0
134,6027638377,6027638414,1,0
135,6027638477,6027638511,1,0
136,6027638577,6027638612,1,0
137,6027638678,6027638707,1,0
138,6027638778,6027638807,1,0
139,6027638878,6027638907,1,0
140,6027638978,6027639008,1,0
141,6027639079,6027639116,1,0
142,6027639179,6027639208,1,0
143,6027639279,6027639313,1,0
144,6027639379,6027639425,1,0
145,6027639479,6027639519,1,0
146,6027639580,6027639609,1,0
147,6027639680,6027639721,1,0
148,6027639780,6027639814,1,0
149,6027639880,6027639913,1,0
150,6027639981,6027640010,1,0
151,6027640081,6027640110,1,0
152,6027640181,6027640211,1,0
153,6027640281,6027640310,1,0
154,6027640381,6027640420,1,0
