Message ID,Send Time,Receive Time,Status,deviceNum
0,6028474138,6028475034,1,0
1,6028474243,6028475042,1,0
2,6028474344,6028475061,1,0
3,6028474444,6028475071,1,0
4,6028474545,6028475092,1,0
5,6028474645,6028475102,1,0
6,6028474745,6028475121,1,0
7,6028474845,6028475130,1,0
8,6028474945,6028475149,1,0
9,6028475045,6028475161,1,0
10,6028475145,6028475191,1,0
11,6028475245,6028475277,1,0
12,6028475346,6028475387,1,0
13,6028475446,6028475475,1,0
14,6028475546,6028475589,1,0
15,6028475646,6028475679,1,0
16,6028475746,6028475788,1,0
17,6028475846,6028475879,1,0
18,6028475946,6028475991,1,0
19,6028476046,6028476076,1,0
20,6028476147,6028476176,1,0
21,6028476247,6028476281,1,0
22,6028476347,6028476382,1,0
23,6028476447,6028476490,1,0
24,6028476547,6028476580,1,0
25,6028476647,6028476688,1,0
26,6028476747,6028476780,1,0
27,6028476847,6028476891,1,0
28,6028476948,6028476981,1,0
29,6028477048,6028477091,1,0
30,6028477148,6028477177,1,0
31,6028477248,6028477304,1,0
32,6028477348,6028477380,1,0
33,6028477448,6028477490,1,0
34,6028477548,6028477577,1,0
35,6028477649,6028477694,1,0
36,6028477749,6028477781,1,0
37,6028477849,6028477893,1,0
38,6028477949,6028477981,1,0
39,6028478049,6028478081,1,0
40,6028478149,6028478192,1,0
41,6028478249,6028478284,1,0
42,6028478350,6028478379,1,0
43,6028478450,6028478494,1,0
44,6028478550,6028478587,1,0
45,6028478650,6028478679,1,0
46,6028478750,6028478791,1,0
47,6028478850,6028478883,1,0
48,6028478950,6028479066,1,0
49,6028479051,6028479131,1,0
50,6028479151,6028479192,1,0
51,6028479251,6028479286,1,0
52,6028479351,6028479410,1,0
53,6028479451,6028479499,1,0
54,6028479551,6028479583,1,0
55,6028479651,6028479689,1,0
56,6028479751,6028479780,1,0
57,6028479852,6028479894,1,0
58,6028479952,6028479985,1,0
59,6028480052,6028480092,1,0
60,6028480152,6028480185,1,0
61,6028480252,6028480303,1,0
62,6028480352,6028480386,1,0
63,6028480452,6028480481,1,0
64,6028480552,6028480584,1,0
65,6028480653,6028480694,1,0
66,6028480753,6028480785,1,0
67,6028480853,6028480881,1,0
68,6028480953,6028480983,1,0
69,6028481053,6028481094,1,0
70,6028481153,6028481186,1,0
71,6028481253,6028481286,1,0
72,6028481353,6028481395,1,0
73,6028481454,6028481487,1,0
74,6028481554,6028481596,1,0
75,6028481654,6028481688,1,0
76,6028481754,6028481797,1,0
77,6028481854,6028481889,1,0
78,6028481954,6028481984,1,0
79,6028482054,6028482082,1,0
80,6028482155,6028482197,1,0
81,6028482255,6028482283,1,0
82,6028482355,6028482384,1,0
83,6028482455,6028482488,1,0
84,6028482555,6028482597,1,0
85,6028482655,6028482689,1,0
86,6028482755,6028482791,1,0
87,6028482856,6028482896,1,0
88,6028482956,6028482984,1,0
89,6028483056,6028483098,1,0
90,6028483156,6028483189,1,0
91,6028483256,6028483295,1,0
92,6028483356,6028483393,1,0
93,6028483456,6028483498,1,0
94,6028483556,6028483592,1,0
95,6028483657,6028483707,1,0
96,6028483757,6028483790,1,0
97,6028483857,6028483899,1,0
98,6028483957,6028484046,1,0
99,6028484057,6028484086,1,0
100,6028484157,6028484193,1,0
101,6028484257,6028484286,1,0
102,6028484358,6028484391,1,0
103,6028484458,6028484492,1,0
104,6028484558,6028484600,1,0
105,6028484658,6028484695,1,0
106,6028484759,6028484802,1,0
107,6028484859,6028484894,1,0
108,6028484959,6028485000,1,0
109,6028485059,6028485093,1,0
110,6028485159,6028485201,1,0
111,6028485259,6028485293,1,0
112,6028485359,6028485401,1,0
113,6028485459,6028485493,1,0
114,6028485560,6028485605,1,0
115,6028485660,6028485693,1,0
116,6028485760,6028485802,1,0
117,6028485860,6028485889,1,0
118,6028485960,6028485993,1,0
119,6028486060,6028486089,1,0
120,6028486160,6028486188,1,0
121,6028486260,6028486302,1,0
122,6028486360,6028486393,1,0
123,6028486461,6028486497,1,0
124,6028486561,6028486597,1,0
125,6028486661,6028486703,1,0
126,6028486761,6028486794,1,0
127,6028486861,6028486902,1,0
128,6028486961,6028486994,1,0
129,6028487061,6028487112,1,0
130,6028487161,6028487193,1,0
131,6028487262,6028487289,1,0
132,6028487362,6028487411,1,0
133,6028487462,6028487504,1,0
134,6028487562,6028487593,1,0
135,6028487662,6028487690,1,0
136,6028487762,6028487804,1,0
137,6028487862,6028487890,1,0
138,6028487963,6028488001,1,0
139,6028488063,6028488096,1,0
140,6028488163,6028488203,1,0
141,6028488263,6028488296,1,0
142,6028488363,6028488405,1,0
143,6028488463,6028488494,1,0
144,6028488563,6028488604,1,0
145,6028488664,6028488692,1,0
146,6028488764,6028488806,1,0
147,6028488864,6028488897,1,0
148,6028488964,6028489011,1,0
149,6028489064,6028489100,1,0
150,6028489164,6028489206,1,0
151,6028489264,6028489309,1,0
152,6028489365,6028489393,1,0
153,6028489465,6028489507,1,0
154,6028489565,6028489599,1,0
155,6028489665,6028489702,1,0
156,6028489765,6028489795,1,0
157,6028489865,6028489908,1,0
158,6028489965,6028489997,1,0
159,6028490066,6028490094,1,0
160,6028490166,6028490198,1,0
161,6028490266,6028490310,1,0
162,6028490366,6028490402,1,0
163,6028490466,6028490538,1,0
164,6028490566,6028490599,1,0
165,6028490667,6028490706,1,0
166,6028490767,6028490799,1,0
167,6028490867,6028490906,1,0
168,6028490967,6028491019,1,0
169,6028491067,6028491112,1,0
170,6028491167,6028491209,1,0
171,6028491267,6028491302,1,0
172,6028491368,6028491409,1,0
173,6028491468,6028491500,1,0
174,6028491568,6028491610,1,0
175,6028491668,6028491702,1,0
176,6028491768,6028491824,1,0
177,6028491868,6028492021,1,0
178,6028491969,6028492039,1,0
179,6028492069,6028492102,1,0
180,6028492169,6028492212,1,0
181,6028492269,6028492301,1,0
182,6028492369,6028492401,1,0
183,6028492469,6028492510,1,0
184,6028492569,6028492600,1,0
185,6028492670,6028492711,1,0
186,6028492770,6028492802,1,0
187,6028492870,6028492910,1,0
188,6028492970,6028493002,1,0
189,6028493070,6028493111,1,0
190,6028493170,6028493203,1,0
191,6028493270,6028493313,1,0
192,6028493370,6028493403,1,0
193,6028493471,6028493503,1,0
