Message ID,Send Time,Receive Time,Status,deviceNum
0,6028109701,6028109936,1,0
1,6028109801,6028109943,1,0
2,6028109901,6028109951,1,0
3,6028110001,6028110038,1,0
4,6028110102,6028110131,1,0
5,6028110202,6028110231,1,0
6,6028110302,6028110337,1,0
7,6028110402,6028110445,1,0
8,6028110503,6028110536,1,0
9,6028110603,6028110643,1,0
10,6028110703,6028110740,1,0
11,6028110803,6028110837,1,0
12,6028110903,6028110937,1,0
13,6028111004,6028111039,1,0
14,6028111104,6028111136,1,0
15,6028111204,6028111234,1,0
16,6028111304,6028111334,1,0
17,6028111405,6028111434,1,0
18,6028111505,6028111605,1,0
19,6028111605,6028111639,1,0
20,6028111705,6028111734,1,0
21,6028111806,6028111842,1,0
22,6028111906,6028111937,1,0
23,6028112006,6028112035,1,0
24,6028112106,6028112140,1,0
25,6028112206,6028112240,1,0
26,6028112307,6028112341,1,0
27,6028112407,6028112436,1,0
28,6028112507,6028112543,1,0
29,6028112607,6028112637,1,0
30,6028112707,6028112739,1,0
31,6028112808,6028112837,1,0
32,6028112908,6028112936,1,0
33,6028113008,6028113043,1,0
34,6028113108,6028113139,1,0
35,6028113209,6028113240,1,0
36,6028113309,6028113337,1,0
37,6028113409,6028113443,1,0
38,6028113509,6028113538,1,0
39,6028113609,6028113639,1,0
40,6028113710,6028113748,1,0
41,6028113810,6028113841,1,0
42,6028113910,6028113944,1,0
43,6028114010,6028114054,1,0
44,6028114111,6028114140,1,0
45,6028114211,6028114245,1,0
46,6028114311,6028114341,1,0
47,6028114411,6028114442,1,0
48,6028114511,6028114542,1,0
49,6028114612,6028114643,1,0
50,6028114712,6028114766,1,0
51,6028114812,6028114846,1,0
52,6028114912,6028114946,1,0
53,6028115013,6028115040,1,0
54,6028115113,6028115141,1,0
55,6028115213,6028115241,1,0
56,6028115313,6028115342,1,0
57,6028115413,6028115447,1,0
58,6028115514,6028115543,1,0
59,6028115614,6028115642,1,0
60,6028115714,6028115745,1,0
61,6028115814,6028115845,1,0
62,6028115914,6028115948,1,0
63,6028116015,6028116043,1,0
64,6028116115,6028116174,1,0
65,6028116215,6028116245,1,0
66,6028116315,6028116350,1,0
67,6028116416,6028116449,1,0
68,6028116516,6028116550,1,0
69,6028116616,6028116653,1,0
70,6028116716,6028116752,1,0
71,6028116816,6028116850,1,0
72,6028116917,6028116950,1,0
73,6028117017,6028117045,1,0
74,6028117117,6028117146,1,0
75,6028117217,6028117246,1,0
76,6028117318,6028117351,1,0
77,6028117418,6028117446,1,0
78,6028117518,6028117546,1,0
79,6028117618,6028117647,1,0
80,6028117719,6028117756,1,0
81,6028117819,6028117853,1,0
82,6028117919,6028117947,1,0
83,6028118019,6028118069,1,0
84,6028118119,6028118153,1,0
85,6028118220,6028118248,1,0
86,6028118320,6028118356,1,0
87,6028118420,6028118455,1,0
88,6028118520,6028118550,1,0
89,6028118621,6028118650,1,0
90,6028118721,6028118754,1,0
91,6028118821,6028118850,1,0
92,6028118921,6028118950,1,0
93,6028119021,6028119050,1,0
94,6028119122,6028119151,1,0
95,6028119222,6028119256,1,0
96,6028119322,6028119361,1,0
97,6028119422,6028119450,1,0
98,6028119522,6028119553,1,0
99,6028119623,6028119656,1,0
100,6028119723,6028119753,1,0
101,6028119823,6028119860,1,0
102,6028119923,6028119956,1,0
103,6028120024,6028120052,1,0
104,6028120124,6028120152,1,0
105,6028120224,6028120257,1,0
106,6028120324,6028120353,1,0
107,6028120424,6028120463,1,0
108,6028120525,6028120554,1,0
109,6028120625,6028120661,1,0
110,6028120725,6028120755,1,0
111,6028120825,6028120854,1,0
112,6028120926,6028120960,1,0
113,6028121026,6028121054,1,0
114,6028121126,6028121154,1,0
115,6028121226,6028121270,1,0
116,6028121326,6028121360,1,0
117,6028121427,6028121460,1,0
118,6028121527,6028121556,1,0
119,6028121627,6028121660,1,0
120,6028121727,6028121757,1,0
121,6028121827,6028122015,1,0
122,6028121928,6028122023,1,0
123,6028122028,6028122058,1,0
124,6028122128,6028122156,1,0
125,6028122228,6028122258,1,0
126,6028122329,6028122363,1,0
127,6028122429,6028122465,1,0
128,6028122529,6028122559,1,0
129,6028122629,6028122659,1,0
130,6028122729,6028122759,1,0
131,6028122830,6028122866,1,0
132,6028122930,6028122965,1,0
133,6028123030,6028123066,1,0
134,6028123130,6028123180,1,0
135,6028123230,6028123261,1,0
136,6028123331,6028123360,1,0
137,6028123431,6028123460,1,0
138,6028123531,6028123561,1,0
139,6028123631,6028123661,1,0
140,6028123732,6028123765,1,0
